order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO50992,41,16472,2012-12-18,2012-12-25,2012-12-30,783,1,783
SO50993,36,16473,2012-12-18,2012-12-25,2012-12-30,783,1,783
SO50994,39,16486,2012-12-18,2012-12-25,2012-12-30,783,1,783
SO50995,121,16524,2012-12-19,2012-12-26,2012-12-31,2049,1,2049
SO50996,125,16545,2012-12-19,2012-12-26,2012-12-31,2071,1,2071
SO50997,49,6985,2012-12-19,2012-12-26,2012-12-31,2443,1,2443
SO50998,130,8317,2012-12-19,2012-12-26,2012-12-31,1000,1,1000
SO50999,43,8505,2012-12-19,2012-12-26,2012-12-31,783,1,783
SO51000,38,16471,2012-12-19,2012-12-26,2012-12-31,783,1,783
SO51001,120,16468,2012-12-20,2012-12-27,2013-01-01,2049,1,2049
SO51002,142,6977,2012-12-20,2012-12-27,2013-01-01,2182,1,2182
SO51003,143,7006,2012-12-20,2012-12-27,2013-01-01,2182,1,2182
SO51004,49,2979,2012-12-20,2012-12-27,2013-01-01,2443,1,2443
SO51005,37,4991,2012-12-20,2012-12-27,2013-01-01,783,1,783
SO51006,134,3462,2012-12-20,2012-12-27,2013-01-01,1000,1,1000
SO51007,133,14235,2012-12-20,2012-12-27,2013-01-01,1000,1,1000
SO51008,125,4831,2012-12-20,2012-12-27,2013-01-01,2071,1,2071
SO51009,124,5030,2012-12-20,2012-12-27,2013-01-01,2071,1,2071
SO51010,120,16547,2012-12-21,2012-12-28,2013-01-02,2049,1,2049
SO51011,49,5552,2012-12-21,2012-12-28,2013-01-02,2443,1,2443
SO51012,124,1847,2012-12-21,2012-12-28,2013-01-02,2071,1,2071
SO51013,120,578,2012-12-21,2012-12-28,2013-01-02,2049,1,2049
SO51014,123,584,2012-12-21,2012-12-28,2013-01-02,2071,1,2071
SO51015,132,6892,2012-12-21,2012-12-28,2013-01-02,1000,1,1000
SO51016,44,8900,2012-12-21,2012-12-28,2013-01-02,783,1,783
SO51017,43,4988,2012-12-21,2012-12-28,2013-01-02,783,1,783
SO51018,123,4752,2012-12-21,2012-12-28,2013-01-02,2071,1,2071
SO51019,122,4768,2012-12-21,2012-12-28,2013-01-02,2049,1,2049
SO51020,124,5160,2012-12-21,2012-12-28,2013-01-02,2071,1,2071
SO51021,49,5533,2012-12-22,2012-12-29,2013-01-03,2443,1,2443
SO51022,125,484,2012-12-22,2012-12-29,2013-01-03,2071,1,2071
SO51023,121,2518,2012-12-22,2012-12-29,2013-01-03,2049,1,2049
SO51024,46,10030,2012-12-22,2012-12-29,2013-01-03,783,1,783
SO51025,130,14227,2012-12-22,2012-12-29,2013-01-03,1000,1,1000
SO51026,134,14229,2012-12-22,2012-12-29,2013-01-03,1000,1,1000
SO51027,120,4766,2012-12-22,2012-12-29,2013-01-03,2049,1,2049
SO51028,139,13588,2012-12-22,2012-12-29,2013-01-03,2182,1,2182
SO51029,141,13476,2012-12-22,2012-12-29,2013-01-03,2182,1,2182
SO51030,122,16525,2012-12-23,2012-12-30,2013-01-04,2049,1,2049
SO51031,121,2563,2012-12-23,2012-12-30,2013-01-04,2049,1,2049
SO51032,43,4950,2012-12-23,2012-12-30,2013-01-04,783,1,783
SO51033,120,5340,2012-12-23,2012-12-30,2013-01-04,2049,1,2049
SO51034,139,13486,2012-12-23,2012-12-30,2013-01-04,2182,1,2182
SO51035,37,16487,2012-12-23,2012-12-30,2013-01-04,783,1,783
SO51036,131,14241,2012-12-23,2012-12-30,2013-01-04,1000,1,1000
SO51037,46,10669,2012-12-23,2012-12-30,2013-01-04,783,1,783
SO51038,122,16560,2012-12-24,2012-12-31,2013-01-05,2049,1,2049
SO51039,139,6953,2012-12-24,2012-12-31,2013-01-05,2182,1,2182
SO51040,48,8037,2012-12-24,2012-12-31,2013-01-05,2443,1,2443
SO51041,139,5560,2012-12-24,2012-12-31,2013-01-05,2182,1,2182
SO51042,143,5567,2012-12-24,2012-12-31,2013-01-05,2182,1,2182
SO51043,49,8050,2012-12-24,2012-12-31,2013-01-05,2443,1,2443
SO51044,48,6986,2012-12-24,2012-12-31,2013-01-05,2443,1,2443
SO51045,122,1834,2012-12-24,2012-12-31,2013-01-05,2049,1,2049
SO51046,143,2977,2012-12-24,2012-12-31,2013-01-05,2182,1,2182
SO51047,120,4756,2012-12-24,2012-12-31,2013-01-05,2049,1,2049
SO51048,124,4758,2012-12-24,2012-12-31,2013-01-05,2071,1,2071
SO51049,122,4803,2012-12-24,2012-12-31,2013-01-05,2049,1,2049
SO51050,125,4833,2012-12-24,2012-12-31,2013-01-05,2071,1,2071
SO51051,125,16569,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51052,48,6999,2012-12-25,2013-01-01,2013-01-06,2443,1,2443
SO51053,123,481,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51054,124,548,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51055,37,8944,2012-12-25,2013-01-01,2013-01-06,783,1,783
SO51056,140,2950,2012-12-25,2013-01-01,2013-01-06,2182,1,2182
SO51057,43,4986,2012-12-25,2013-01-01,2013-01-06,783,1,783
SO51058,132,3473,2012-12-25,2013-01-01,2013-01-06,1000,1,1000
SO51059,123,4735,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51060,123,4757,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51061,50,13605,2012-12-25,2013-01-01,2013-01-06,2443,1,2443
SO51062,37,16495,2012-12-25,2013-01-01,2013-01-06,783,1,783
SO51063,42,16501,2012-12-25,2013-01-01,2013-01-06,783,1,783
SO51064,120,16522,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51065,121,16540,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51066,120,16557,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51067,36,4993,2012-12-26,2013-01-02,2013-01-07,783,1,783
SO51068,121,4802,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51069,120,5181,2012-12-26,2013-01-02,2013-01-07,2049,1,2049
SO51070,139,13478,2012-12-26,2013-01-02,2013-01-07,2182,1,2182
SO51071,121,10656,2012-12-27,2013-01-03,2013-01-08,2049,1,2049
SO51072,123,16572,2012-12-27,2013-01-03,2013-01-08,2071,1,2071
SO51073,143,8059,2012-12-27,2013-01-03,2013-01-08,2182,1,2182
SO51074,122,2408,2012-12-27,2013-01-03,2013-01-08,2049,1,2049
SO51075,124,1851,2012-12-27,2013-01-03,2013-01-08,2071,1,2071
SO51076,43,4960,2012-12-27,2013-01-03,2013-01-08,783,1,783
SO51077,124,4730,2012-12-27,2013-01-03,2013-01-08,2071,1,2071
SO51078,120,4787,2012-12-27,2013-01-03,2013-01-08,2049,1,2049
SO51079,121,5157,2012-12-27,2013-01-03,2013-01-08,2049,1,2049
SO51080,139,13603,2012-12-27,2013-01-03,2013-01-08,2182,1,2182
SO51176,142,7240,2012-12-28,2013-01-04,2013-01-09,2443,1,2443
SO51176,105,7240,2012-12-28,2013-01-04,2013-01-09,9,1,9
SO51177,154,16874,2012-12-28,2013-01-04,2013-01-09,1215,1,1215
SO51177,244,16874,2012-12-28,2013-01-04,2013-01-09,35,1,35
SO51178,123,246,2012-12-28,2013-01-04,2013-01-09,2320,1,2320
SO51178,104,246,2012-12-28,2013-01-04,2013-01-09,10,1,10
SO51178,295,246,2012-12-28,2013-01-04,2013-01-09,5,1,5
SO51179,141,11431,2012-12-28,2013-01-04,2013-01-09,2443,1,2443
SO51179,287,11431,2012-12-28,2013-01-04,2013-01-09,33,1,33
SO51179,290,11431,2012-12-28,2013-01-04,2013-01-09,4,1,4
SO51179,281,11431,2012-12-28,2013-01-04,2013-01-09,159,1,159
SO51180,139,5314,2012-12-28,2013-01-04,2013-01-09,2443,1,2443
SO51180,105,5314,2012-12-28,2013-01-04,2013-01-09,9,1,9
SO51180,295,5314,2012-12-28,2013-01-04,2013-01-09,5,1,5
SO51180,246,5314,2012-12-28,2013-01-04,2013-01-09,35,1,35
SO51180,249,5314,2012-12-28,2013-01-04,2013-01-09,50,1,50
SO51181,143,1133,2012-12-28,2013-01-04,2013-01-09,2443,1,2443
SO51181,290,1133,2012-12-28,2013-01-04,2013-01-09,4,1,4
SO51181,287,1133,2012-12-28,2013-01-04,2013-01-09,33,1,33
SO51181,246,1133,2012-12-28,2013-01-04,2013-01-09,35,1,35
SO51182,136,11999,2012-12-28,2013-01-04,2013-01-09,1701,1,1701
SO51182,248,11999,2012-12-28,2013-01-04,2013-01-09,50,1,50
SO51183,136,9663,2012-12-28,2013-01-04,2013-01-09,1701,1,1701
SO51183,248,9663,2012-12-28,2013-01-04,2013-01-09,50,1,50
SO51184,123,264,2012-12-28,2013-01-04,2013-01-09,2320,1,2320
SO51184,284,264,2012-12-28,2013-01-04,2013-01-09,35,1,35
SO51184,289,264,2012-12-28,2013-01-04,2013-01-09,5,1,5
SO51184,245,264,2012-12-28,2013-01-04,2013-01-09,35,1,35
SO51185,152,16768,2012-12-28,2013-01-04,2013-01-09,742,1,742
SO51185,288,16768,2012-12-28,2013-01-04,2013-01-09,29,1,29
SO51185,291,16768,2012-12-28,2013-01-04,2013-01-09,5,1,5
SO51186,158,13340,2012-12-28,2013-01-04,2013-01-09,2384,1,2384
SO51187,128,11262,2012-12-28,2013-01-04,2013-01-09,540,1,540
SO51187,285,11262,2012-12-28,2013-01-04,2013-01-09,21,1,21
SO51188,128,1658,2012-12-28,2013-01-04,2013-01-09,540,1,540
SO51189,140,5689,2012-12-29,2013-01-05,2013-01-10,2443,1,2443
SO51189,244,5689,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51189,233,5689,2012-12-29,2013-01-05,2013-01-10,24,1,24
SO51190,135,9825,2012-12-29,2013-01-05,2013-01-10,1701,1,1701
SO51190,290,9825,2012-12-29,2013-01-05,2013-01-10,4,1,4
SO51190,286,9825,2012-12-29,2013-01-05,2013-01-10,25,1,25
SO51191,122,1391,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51191,104,1391,2012-12-29,2013-01-05,2013-01-10,10,1,10
SO51191,295,1391,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51191,246,1391,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51192,122,242,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51192,246,242,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51193,122,21,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51193,174,21,2012-12-29,2013-01-05,2013-01-10,22,1,22
SO51194,122,90,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51194,174,90,2012-12-29,2013-01-05,2013-01-10,22,1,22
SO51194,244,90,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51195,117,3067,2012-12-29,2013-01-05,2013-01-10,769,1,769
SO51195,289,3067,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51195,283,3067,2012-12-29,2013-01-05,2013-01-10,30,1,30
SO51196,126,7907,2012-12-29,2013-01-05,2013-01-10,540,1,540
SO51196,105,7907,2012-12-29,2013-01-05,2013-01-10,9,1,9
SO51196,295,7907,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51196,245,7907,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51196,248,7907,2012-12-29,2013-01-05,2013-01-10,50,1,50
SO51197,122,449,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51197,104,449,2012-12-29,2013-01-05,2013-01-10,10,1,10
SO51197,295,449,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51197,166,449,2012-12-29,2013-01-05,2013-01-10,9,1,9
SO51198,125,7,2012-12-29,2013-01-05,2013-01-10,2320,1,2320
SO51198,104,7,2012-12-29,2013-01-05,2013-01-10,10,1,10
SO51198,295,7,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51199,128,10441,2012-12-29,2013-01-05,2013-01-10,540,1,540
SO51199,105,10441,2012-12-29,2013-01-05,2013-01-10,9,1,9
SO51199,166,10441,2012-12-29,2013-01-05,2013-01-10,9,1,9
SO51199,295,10441,2012-12-29,2013-01-05,2013-01-10,5,1,5
SO51200,134,11688,2012-12-29,2013-01-05,2013-01-10,1120,1,1120
SO51200,244,11688,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51201,158,16821,2012-12-29,2013-01-05,2013-01-10,2384,1,2384
SO51201,245,16821,2012-12-29,2013-01-05,2013-01-10,35,1,35
SO51202,155,15865,2012-12-29,2013-01-05,2013-01-10,1215,1,1215
SO51202,276,15865,2012-12-29,2013-01-05,2013-01-10,54,1,54
SO51203,143,7209,2012-12-30,2013-01-06,2013-01-11,2443,1,2443
SO51203,105,7209,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51203,295,7209,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51204,139,2520,2012-12-30,2013-01-06,2013-01-11,2443,1,2443
SO51205,124,241,2012-12-30,2013-01-06,2013-01-11,2320,1,2320
SO51205,104,241,2012-12-30,2013-01-06,2013-01-11,10,1,10
SO51205,295,241,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51205,245,241,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51206,121,401,2012-12-30,2013-01-06,2013-01-11,2295,1,2295
SO51206,104,401,2012-12-30,2013-01-06,2013-01-11,10,1,10
SO51206,295,401,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51206,166,401,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51207,125,339,2012-12-30,2013-01-06,2013-01-11,2320,1,2320
SO51207,104,339,2012-12-30,2013-01-06,2013-01-11,10,1,10
SO51207,295,339,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51207,246,339,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51208,143,12235,2012-12-30,2013-01-06,2013-01-11,2443,1,2443
SO51208,245,12235,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51209,113,2060,2012-12-30,2013-01-06,2013-01-11,565,1,565
SO51209,174,2060,2012-12-30,2013-01-06,2013-01-11,22,1,22
SO51209,244,2060,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51209,234,2060,2012-12-30,2013-01-06,2013-01-11,24,1,24
SO51210,121,262,2012-12-30,2013-01-06,2013-01-11,2295,1,2295
SO51210,245,262,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51211,146,2842,2012-12-30,2013-01-06,2013-01-11,742,1,742
SO51211,279,2842,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51212,131,13605,2012-12-30,2013-01-06,2013-01-11,1120,1,1120
SO51212,286,13605,2012-12-30,2013-01-06,2013-01-11,25,1,25
SO51212,290,13605,2012-12-30,2013-01-06,2013-01-11,4,1,4
SO51212,246,13605,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51212,277,13605,2012-12-30,2013-01-06,2013-01-11,54,1,54
SO51213,161,17203,2012-12-30,2013-01-06,2013-01-11,2384,1,2384
SO51213,245,17203,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51214,129,8766,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51214,105,8766,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51214,295,8766,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51215,121,109,2012-12-30,2013-01-06,2013-01-11,2295,1,2295
SO51215,284,109,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51216,124,118,2012-12-30,2013-01-06,2013-01-11,2320,1,2320
SO51216,174,118,2012-12-30,2013-01-06,2013-01-11,22,1,22
SO51216,104,118,2012-12-30,2013-01-06,2013-01-11,10,1,10
SO51216,295,118,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51216,166,118,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51217,123,450,2012-12-30,2013-01-06,2013-01-11,2320,1,2320
SO51217,289,450,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51217,284,450,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51217,259,450,2012-12-30,2013-01-06,2013-01-11,2,1,2
SO51218,106,944,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51219,157,14087,2012-12-30,2013-01-06,2013-01-11,1215,1,1215
SO51219,291,14087,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51219,288,14087,2012-12-30,2013-01-06,2013-01-11,29,1,29
SO51219,235,14087,2012-12-30,2013-01-06,2013-01-11,24,1,24
SO51219,244,14087,2012-12-30,2013-01-06,2013-01-11,35,1,35
SO51220,126,10576,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51220,105,10576,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51221,134,1131,2012-12-30,2013-01-06,2013-01-11,1120,1,1120
SO51221,166,1131,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51221,275,1131,2012-12-30,2013-01-06,2013-01-11,54,1,54
SO51222,127,14642,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51222,285,14642,2012-12-30,2013-01-06,2013-01-11,21,1,21
SO51223,154,15827,2012-12-30,2013-01-06,2013-01-11,1215,1,1215
SO51223,105,15827,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51223,295,15827,2012-12-30,2013-01-06,2013-01-11,5,1,5
SO51223,279,15827,2012-12-30,2013-01-06,2013-01-11,9,1,9
SO51224,123,346,2012-12-31,2013-01-07,2013-01-12,2320,1,2320
SO51224,284,346,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51225,136,9983,2012-12-31,2013-01-07,2013-01-12,1701,1,1701
SO51225,275,9983,2012-12-31,2013-01-07,2013-01-12,54,1,54
SO51225,166,9983,2012-12-31,2013-01-07,2013-01-12,9,1,9
SO51226,142,11823,2012-12-31,2013-01-07,2013-01-12,2443,1,2443
SO51226,287,11823,2012-12-31,2013-01-07,2013-01-12,33,1,33
SO51227,141,14794,2012-12-31,2013-01-07,2013-01-12,2443,1,2443
SO51227,290,14794,2012-12-31,2013-01-07,2013-01-12,4,1,4
SO51227,287,14794,2012-12-31,2013-01-07,2013-01-12,33,1,33
SO51228,124,403,2012-12-31,2013-01-07,2013-01-12,2320,1,2320
SO51228,295,403,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51228,104,403,2012-12-31,2013-01-07,2013-01-12,10,1,10
SO51228,247,403,2012-12-31,2013-01-07,2013-01-12,55,1,55
SO51228,166,403,2012-12-31,2013-01-07,2013-01-12,9,1,9
SO51229,141,9039,2012-12-31,2013-01-07,2013-01-12,2443,1,2443
SO51230,120,293,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51230,174,293,2012-12-31,2013-01-07,2013-01-12,22,1,22
SO51230,295,293,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51230,104,293,2012-12-31,2013-01-07,2013-01-12,10,1,10
SO51231,122,258,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51231,259,258,2012-12-31,2013-01-07,2013-01-12,2,1,2
SO51232,152,616,2012-12-31,2013-01-07,2013-01-12,742,1,742
SO51232,246,616,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51233,138,7468,2012-12-31,2013-01-07,2013-01-12,1701,1,1701
SO51234,163,17205,2012-12-31,2013-01-07,2013-01-12,2384,1,2384
SO51234,246,17205,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51235,121,106,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51236,120,107,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51237,125,62,2012-12-31,2013-01-07,2013-01-12,2320,1,2320
SO51237,104,62,2012-12-31,2013-01-07,2013-01-12,10,1,10
SO51237,295,62,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51237,246,62,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51238,120,3,2012-12-31,2013-01-07,2013-01-12,2295,1,2295
SO51239,123,77,2012-12-31,2013-01-07,2013-01-12,2320,1,2320
SO51239,247,77,2012-12-31,2013-01-07,2013-01-12,55,1,55
SO51240,129,12860,2012-12-31,2013-01-07,2013-01-12,540,1,540
SO51240,245,12860,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51241,128,10601,2012-12-31,2013-01-07,2013-01-12,540,1,540
SO51241,285,10601,2012-12-31,2013-01-07,2013-01-12,21,1,21
SO51241,259,10601,2012-12-31,2013-01-07,2013-01-12,2,1,2
SO51242,133,8226,2012-12-31,2013-01-07,2013-01-12,1120,1,1120
SO51242,245,8226,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51242,294,8226,2012-12-31,2013-01-07,2013-01-12,64,1,64
SO51243,127,14610,2012-12-31,2013-01-07,2013-01-12,540,1,540
SO51243,285,14610,2012-12-31,2013-01-07,2013-01-12,21,1,21
SO51243,290,14610,2012-12-31,2013-01-07,2013-01-12,4,1,4
SO51244,126,18356,2012-12-31,2013-01-07,2013-01-12,540,1,540
SO51244,285,18356,2012-12-31,2013-01-07,2013-01-12,21,1,21
SO51244,290,18356,2012-12-31,2013-01-07,2013-01-12,4,1,4
SO51244,259,18356,2012-12-31,2013-01-07,2013-01-12,2,1,2
SO51245,163,1125,2012-12-31,2013-01-07,2013-01-12,2384,1,2384
SO51245,245,1125,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51245,166,1125,2012-12-31,2013-01-07,2013-01-12,9,1,9
SO51246,159,14626,2012-12-31,2013-01-07,2013-01-12,2384,1,2384
SO51246,105,14626,2012-12-31,2013-01-07,2013-01-12,9,1,9
SO51246,295,14626,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51246,246,14626,2012-12-31,2013-01-07,2013-01-12,35,1,35
SO51247,121,250,2013-01-01,2013-01-08,2013-01-13,2295,1,2295
SO51247,295,250,2013-01-01,2013-01-08,2013-01-13,5,1,5
SO51247,104,250,2013-01-01,2013-01-08,2013-01-13,10,1,10
SO51248,141,1308,2013-01-01,2013-01-08,2013-01-13,2443,1,2443
SO51249,123,335,2013-01-01,2013-01-08,2013-01-13,2320,1,2320
SO51249,104,335,2013-01-01,2013-01-08,2013-01-13,10,1,10
SO51249,295,335,2013-01-01,2013-01-08,2013-01-13,5,1,5
SO51250,140,8361,2013-01-01,2013-01-08,2013-01-13,2443,1,2443
SO51250,105,8361,2013-01-01,2013-01-08,2013-01-13,9,1,9
SO51250,295,8361,2013-01-01,2013-01-08,2013-01-13,5,1,5
SO51250,276,8361,2013-01-01,2013-01-08,2013-01-13,54,1,54
SO51251,139,434,2013-01-01,2013-01-08,2013-01-13,2443,1,2443
SO51252,112,4552,2013-01-01,2013-01-08,2013-01-13,565,1,565
SO51252,282,4552,2013-01-01,2013-01-08,2013-01-13,25,1,25
SO51252,259,4552,2013-01-01,2013-01-08,2013-01-13,2,1,2
SO51253,141,11786,2013-01-01,2013-01-08,2013-01-13,2443,1,2443
SO51253,168,11786,2013-01-01,2013-01-08,2013-01-13,8,1,8
SO51254,143,9181,2013-01-01,2013-01-08,2013-01-13,2443,1,2443
SO51254,290,9181,2013-01-01,2013-01-08,2013-01-13,4,1,4
SO51254,287,9181,2013-01-01,2013-01-08,2013-01-13,33,1,33
SO51254,168,9181,2013-01-01,2013-01-08,2013-01-13,8,1,8
SO51255,132,12106,2013-01-01,2013-01-08,2013-01-13,1120,1,1120
SO51255,244,12106,2013-01-01,2013-01-08,2013-01-13,35,1,35
SO51255,235,12106,2013-01-01,2013-01-08,2013-01-13,24,1,24
SO51256,122,18,2013-01-01,2013-01-08,2013-01-13,2295,1,2295
SO51256,174,18,2013-01-01,2013-01-08,2013-01-13,22,1,22
SO51257,130,8168,2013-01-01,2013-01-08,2013-01-13,1120,1,1120
SO51258,132,7545,2013-01-01,2013-01-08,2013-01-13,1120,1,1120
SO51258,246,7545,2013-01-01,2013-01-08,2013-01-13,35,1,35
SO51259,158,434,2013-01-01,2013-01-08,2013-01-13,2384,1,2384
SO51259,105,434,2013-01-01,2013-01-08,2013-01-13,9,1,9
SO51259,295,434,2013-01-01,2013-01-08,2013-01-13,10,2,5
SO51259,246,434,2013-01-01,2013-01-08,2013-01-13,35,1,35
SO51259,166,434,2013-01-01,2013-01-08,2013-01-13,9,1,9
SO51260,160,14619,2013-01-01,2013-01-08,2013-01-13,2384,1,2384
SO51260,105,14619,2013-01-01,2013-01-08,2013-01-13,9,1,9
SO51260,295,14619,2013-01-01,2013-01-08,2013-01-13,5,1,5
SO51261,155,1272,2013-01-01,2013-01-08,2013-01-13,1215,1,1215
SO51261,277,1272,2013-01-01,2013-01-08,2013-01-13,54,1,54
SO51262,120,341,2013-01-02,2013-01-09,2013-01-14,2295,1,2295
SO51262,104,341,2013-01-02,2013-01-09,2013-01-14,10,1,10
SO51262,295,341,2013-01-02,2013-01-09,2013-01-14,5,1,5
SO51262,278,341,2013-01-02,2013-01-09,2013-01-14,54,1,54
SO51263,117,10535,2013-01-02,2013-01-09,2013-01-14,769,1,769
SO51263,289,10535,2013-01-02,2013-01-09,2013-01-14,5,1,5
SO51263,283,10535,2013-01-02,2013-01-09,2013-01-14,30,1,30
SO51263,244,10535,2013-01-02,2013-01-09,2013-01-14,35,1,35
SO51264,121,283,2013-01-02,2013-01-09,2013-01-14,2295,1,2295
SO51264,289,283,2013-01-02,2013-01-09,2013-01-14,5,1,5
SO51264,284,283,2013-01-02,2013-01-09,2013-01-14,35,1,35
SO51264,174,283,2013-01-02,2013-01-09,2013-01-14,22,1,22
SO51264,292,283,2013-01-02,2013-01-09,2013-01-14,64,1,64
SO51265,122,265,2013-01-02,2013-01-09,2013-01-14,2295,1,2295
SO51265,174,265,2013-01-02,2013-01-09,2013-01-14,22,1,22
SO51265,250,265,2013-01-02,2013-01-09,2013-01-14,50,1,50
SO51265,166,265,2013-01-02,2013-01-09,2013-01-14,9,1,9
SO51266,165,17137,2013-01-02,2013-01-09,2013-01-14,2384,1,2384
SO51267,122,457,2013-01-02,2013-01-09,2013-01-14,2295,1,2295
SO51267,174,457,2013-01-02,2013-01-09,2013-01-14,22,1,22
SO51267,104,457,2013-01-02,2013-01-09,2013-01-14,10,1,10
SO51267,295,457,2013-01-02,2013-01-09,2013-01-14,5,1,5
SO51267,246,457,2013-01-02,2013-01-09,2013-01-14,35,1,35
SO51267,234,457,2013-01-02,2013-01-09,2013-01-14,24,1,24
SO51268,140,7213,2013-01-03,2013-01-10,2013-01-15,2443,1,2443
SO51268,168,7213,2013-01-03,2013-01-10,2013-01-15,8,1,8
SO51269,139,5694,2013-01-03,2013-01-10,2013-01-15,2443,1,2443
SO51269,287,5694,2013-01-03,2013-01-10,2013-01-15,33,1,33
SO51269,290,5694,2013-01-03,2013-01-10,2013-01-15,4,1,4
SO51269,259,5694,2013-01-03,2013-01-10,2013-01-15,2,1,2
SO51270,120,342,2013-01-03,2013-01-10,2013-01-15,2295,1,2295
SO51270,245,342,2013-01-03,2013-01-10,2013-01-15,35,1,35
SO51270,166,342,2013-01-03,2013-01-10,2013-01-15,9,1,9
SO51271,137,5945,2013-01-03,2013-01-10,2013-01-15,1701,1,1701
SO51271,244,5945,2013-01-03,2013-01-10,2013-01-15,35,1,35
SO51271,248,5945,2013-01-03,2013-01-10,2013-01-15,50,1,50
SO51271,235,5945,2013-01-03,2013-01-10,2013-01-15,24,1,24
SO51272,143,8419,2013-01-03,2013-01-10,2013-01-15,2443,1,2443
SO51272,287,8419,2013-01-03,2013-01-10,2013-01-15,33,1,33
SO51273,141,8342,2013-01-03,2013-01-10,2013-01-15,2443,1,2443
SO51273,247,8342,2013-01-03,2013-01-10,2013-01-15,55,1,55
SO51274,143,14780,2013-01-03,2013-01-10,2013-01-15,2443,1,2443
SO51274,290,14780,2013-01-03,2013-01-10,2013-01-15,4,1,4
SO51274,287,14780,2013-01-03,2013-01-10,2013-01-15,33,1,33
SO51275,120,266,2013-01-03,2013-01-10,2013-01-15,2295,1,2295
